Date,Number_of_Mandates_On,State_Name
10/1/2020,2,MS
10/2/2020,2,MS
10/3/2020,2,MS
10/4/2020,2,MS
10/5/2020,2,MS
10/6/2020,2,MS
10/7/2020,2,MS
10/8/2020,2,MS
10/9/2020,2,MS
10/10/2020,2,MS
10/11/2020,2,MS
2/1/2020,0,MT
3/15/2020,1,MT
3/20/2020,2,MT
3/24/2020,3,MT
3/26/2020,5,MT
4/26/2020,4,MT
5/1/2020,3,MT
6/1/2020,1,MT
2/2/2020,0,MT
2/3/2020,0,MT
2/4/2020,0,MT
2/5/2020,0,MT
2/6/2020,0,MT
2/7/2020,0,MT
2/8/2020,0,MT
2/9/2020,0,MT
2/10/2020,0,MT
2/11/2020,0,MT
2/12/2020,0,MT
2/13/2020,0,MT
2/14/2020,0,MT
2/15/2020,0,MT
2/16/2020,0,MT
2/17/2020,0,MT
2/18/2020,0,MT
2/19/2020,0,MT
2/20/2020,0,MT
2/21/2020,0,MT
2/22/2020,0,MT
2/23/2020,0,MT
2/24/2020,0,MT
2/25/2020,0,MT
2/26/2020,0,MT
2/27/2020,0,MT
2/28/2020,0,MT
2/29/2020,0,MT
3/1/2020,0,MT
3/2/2020,0,MT
3/3/2020,0,MT
3/4/2020,0,MT
3/5/2020,0,MT
3/6/2020,0,MT
3/7/2020,0,MT
3/8/2020,0,MT
3/9/2020,0,MT
3/10/2020,0,MT
3/11/2020,0,MT
3/12/2020,0,MT
3/13/2020,0,MT
3/14/2020,0,MT
3/16/2020,1,MT
3/17/2020,1,MT
3/18/2020,1,MT
3/19/2020,1,MT
3/21/2020,2,MT
3/22/2020,2,MT
3/23/2020,2,MT
3/25/2020,3,MT
3/27/2020,5,MT
3/28/2020,5,MT
3/29/2020,5,MT
3/30/2020,5,MT
3/31/2020,5,MT
4/1/2020,5,MT
4/2/2020,5,MT
4/3/2020,5,MT
4/4/2020,5,MT
4/5/2020,5,MT
4/6/2020,5,MT
4/7/2020,5,MT
4/8/2020,5,MT
4/9/2020,5,MT
4/10/2020,5,MT
4/11/2020,5,MT
4/12/2020,5,MT
4/13/2020,5,MT
4/14/2020,5,MT
4/15/2020,5,MT
4/16/2020,5,MT
4/17/2020,5,MT
4/18/2020,5,MT
4/19/2020,5,MT
4/20/2020,5,MT
4/21/2020,5,MT
4/22/2020,5,MT
4/23/2020,5,MT
4/24/2020,5,MT
4/25/2020,5,MT
4/27/2020,4,MT
4/28/2020,4,MT
4/29/2020,4,MT
4/30/2020,4,MT
5/2/2020,3,MT
5/3/2020,3,MT
5/4/2020,3,MT
5/5/2020,3,MT
5/6/2020,3,MT
5/7/2020,3,MT
5/8/2020,3,MT
5/9/2020,3,MT
5/10/2020,3,MT
5/11/2020,3,MT
5/12/2020,3,MT
5/13/2020,3,MT
5/14/2020,3,MT
5/15/2020,3,MT
5/16/2020,3,MT
5/17/2020,3,MT
5/18/2020,3,MT
5/19/2020,3,MT
5/20/2020,3,MT
5/21/2020,3,MT
5/22/2020,3,MT
5/23/2020,3,MT
5/24/2020,3,MT
5/25/2020,3,MT
5/26/2020,3,MT
5/27/2020,3,MT
5/28/2020,3,MT
5/29/2020,3,MT
5/30/2020,3,MT
5/31/2020,3,MT
6/2/2020,1,MT
6/3/2020,1,MT
6/4/2020,1,MT
6/5/2020,1,MT
6/6/2020,1,MT
6/7/2020,1,MT
6/8/2020,1,MT
6/9/2020,1,MT
6/10/2020,1,MT
6/11/2020,1,MT
6/12/2020,1,MT
6/13/2020,1,MT
6/14/2020,1,MT
6/15/2020,1,MT
6/16/2020,1,MT
6/17/2020,1,MT
6/18/2020,1,MT
6/19/2020,1,MT
6/20/2020,1,MT
6/21/2020,1,MT
6/22/2020,1,MT
6/23/2020,1,MT
6/24/2020,1,MT
6/25/2020,1,MT
6/26/2020,1,MT
6/27/2020,1,MT
6/28/2020,1,MT
6/29/2020,1,MT
6/30/2020,1,MT
7/1/2020,1,MT
7/2/2020,1,MT
7/3/2020,1,MT
7/4/2020,1,MT
7/5/2020,1,MT
7/6/2020,1,MT
7/7/2020,1,MT
7/8/2020,1,MT
7/9/2020,1,MT
7/10/2020,1,MT
7/11/2020,1,MT
7/12/2020,1,MT
7/13/2020,1,MT
7/14/2020,1,MT
7/15/2020,1,MT
7/16/2020,1,MT
7/17/2020,1,MT
7/18/2020,1,MT
7/19/2020,1,MT
7/20/2020,1,MT
7/21/2020,1,MT
7/22/2020,1,MT
7/23/2020,1,MT
7/24/2020,1,MT
7/25/2020,1,MT
7/26/2020,1,MT
7/27/2020,1,MT
7/28/2020,1,MT
7/29/2020,1,MT
7/30/2020,1,MT
7/31/2020,1,MT
8/1/2020,1,MT
8/2/2020,1,MT
8/3/2020,1,MT
8/4/2020,1,MT
8/5/2020,1,MT
8/6/2020,1,MT
8/7/2020,1,MT
8/8/2020,1,MT
8/9/2020,1,MT
8/10/2020,1,MT
8/11/2020,1,MT
8/12/2020,1,MT
8/13/2020,1,MT
8/14/2020,1,MT
8/15/2020,1,MT
8/16/2020,1,MT
8/17/2020,1,MT
8/18/2020,1,MT
8/19/2020,1,MT
8/20/2020,1,MT
8/21/2020,1,MT
8/22/2020,1,MT
8/23/2020,1,MT
8/24/2020,1,MT
8/25/2020,1,MT
8/26/2020,1,MT
8/27/2020,1,MT
8/28/2020,1,MT
8/29/2020,1,MT
8/30/2020,1,MT
8/31/2020,1,MT
9/1/2020,1,MT
9/2/2020,1,MT
9/3/2020,1,MT
9/4/2020,1,MT
9/5/2020,1,MT
9/6/2020,1,MT
9/7/2020,1,MT
9/8/2020,1,MT
9/9/2020,1,MT
9/10/2020,1,MT
9/11/2020,1,MT
9/12/2020,1,MT
9/13/2020,1,MT
9/14/2020,1,MT
9/15/2020,1,MT
9/16/2020,1,MT
9/17/2020,1,MT
9/18/2020,1,MT
9/19/2020,1,MT
9/20/2020,1,MT
9/21/2020,1,MT
9/22/2020,1,MT
9/23/2020,1,MT
9/24/2020,1,MT
9/25/2020,1,MT
9/26/2020,1,MT
9/27/2020,1,MT
9/28/2020,1,MT
9/29/2020,1,MT
9/30/2020,1,MT
10/1/2020,1,MT
10/2/2020,1,MT
10/3/2020,1,MT
10/4/2020,1,MT
10/5/2020,1,MT
10/6/2020,1,MT
10/7/2020,1,MT
10/8/2020,1,MT
10/9/2020,1,MT
10/10/2020,1,MT
10/11/2020,1,MT
2/1/2020,0,NC
3/14/2020,2,NC
3/17/2020,3,NC
3/30/2020,5,NC
5/8/2020,3,NC
2/2/2020,0,NC
2/3/2020,0,NC
2/4/2020,0,NC
2/5/2020,0,NC
2/6/2020,0,NC
2/7/2020,0,NC
2/8/2020,0,NC
2/9/2020,0,NC
2/10/2020,0,NC
2/11/2020,0,NC
2/12/2020,0,NC
2/13/2020,0,NC
2/14/2020,0,NC
2/15/2020,0,NC
2/16/2020,0,NC
2/17/2020,0,NC
2/18/2020,0,NC
2/19/2020,0,NC
2/20/2020,0,NC
2/21/2020,0,NC
2/22/2020,0,NC
2/23/2020,0,NC
2/24/2020,0,NC
2/25/2020,0,NC
2/26/2020,0,NC
2/27/2020,0,NC
2/28/2020,0,NC
2/29/2020,0,NC
3/1/2020,0,NC
3/2/2020,0,NC
3/3/2020,0,NC
3/4/2020,0,NC
3/5/2020,0,NC
3/6/2020,0,NC
3/7/2020,0,NC
3/8/2020,0,NC
3/9/2020,0,NC
3/10/2020,0,NC
3/11/2020,0,NC
3/12/2020,0,NC
3/13/2020,0,NC
3/15/2020,2,NC
3/16/2020,2,NC
3/18/2020,3,NC
3/19/2020,3,NC
3/20/2020,3,NC
3/21/2020,3,NC
3/22/2020,3,NC
3/23/2020,3,NC
3/24/2020,3,NC
3/25/2020,3,NC
3/26/2020,3,NC
3/27/2020,3,NC
3/28/2020,3,NC
3/29/2020,3,NC
3/31/2020,5,NC
4/1/2020,5,NC
4/2/2020,5,NC
4/3/2020,5,NC
4/4/2020,5,NC
4/5/2020,5,NC
4/6/2020,5,NC
4/7/2020,5,NC
4/8/2020,5,NC
4/9/2020,5,NC
4/10/2020,5,NC
4/11/2020,5,NC
4/12/2020,5,NC
4/13/2020,5,NC
4/14/2020,5,NC
4/15/2020,5,NC
4/16/2020,5,NC
4/17/2020,5,NC
4/18/2020,5,NC
4/19/2020,5,NC
4/20/2020,5,NC
4/21/2020,5,NC
4/22/2020,5,NC
4/23/2020,5,NC
4/24/2020,5,NC
4/25/2020,5,NC
4/26/2020,5,NC
4/27/2020,5,NC
4/28/2020,5,NC
4/29/2020,5,NC
4/30/2020,5,NC
5/1/2020,5,NC
5/2/2020,5,NC
5/3/2020,5,NC
5/4/2020,5,NC
5/5/2020,5,NC
5/6/2020,5,NC
5/7/2020,5,NC
5/9/2020,3,NC
5/10/2020,3,NC
5/11/2020,3,NC
5/12/2020,3,NC
5/13/2020,3,NC
5/14/2020,3,NC
5/15/2020,3,NC
5/16/2020,3,NC
5/17/2020,3,NC
5/18/2020,3,NC
5/19/2020,3,NC
5/20/2020,3,NC
5/21/2020,3,NC
5/22/2020,3,NC
5/23/2020,3,NC
5/24/2020,3,NC
5/25/2020,3,NC
5/26/2020,3,NC
5/27/2020,3,NC
5/28/2020,3,NC
5/29/2020,3,NC
5/30/2020,3,NC
5/31/2020,3,NC
6/1/2020,3,NC
6/2/2020,3,NC
6/3/2020,3,NC
6/4/2020,3,NC
6/5/2020,3,NC
6/6/2020,3,NC
6/7/2020,3,NC
6/8/2020,3,NC
6/9/2020,3,NC
6/10/2020,3,NC
6/11/2020,3,NC
6/12/2020,3,NC
6/13/2020,3,NC
6/14/2020,3,NC
6/15/2020,3,NC
6/16/2020,3,NC
6/17/2020,3,NC
6/18/2020,3,NC
6/19/2020,3,NC
6/20/2020,3,NC
6/21/2020,3,NC
6/22/2020,3,NC
6/23/2020,3,NC
6/24/2020,3,NC
6/25/2020,3,NC
6/26/2020,3,NC
6/27/2020,3,NC
6/28/2020,3,NC
6/29/2020,3,NC
6/30/2020,3,NC
7/1/2020,3,NC
7/2/2020,3,NC
7/3/2020,3,NC
7/4/2020,3,NC
7/5/2020,3,NC
7/6/2020,3,NC
7/7/2020,3,NC
7/8/2020,3,NC
7/9/2020,3,NC
7/10/2020,3,NC
7/11/2020,3,NC
7/12/2020,3,NC
7/13/2020,3,NC
7/14/2020,3,NC
7/15/2020,3,NC
7/16/2020,3,NC
7/17/2020,3,NC
7/18/2020,3,NC
7/19/2020,3,NC
7/20/2020,3,NC
7/21/2020,3,NC
7/22/2020,3,NC
7/23/2020,3,NC
7/24/2020,3,NC
7/25/2020,3,NC
7/26/2020,3,NC
7/27/2020,3,NC
7/28/2020,3,NC
7/29/2020,3,NC
7/30/2020,3,NC
7/31/2020,3,NC
8/1/2020,3,NC
8/2/2020,3,NC
8/3/2020,3,NC
8/4/2020,3,NC
8/5/2020,3,NC
8/6/2020,3,NC
8/7/2020,3,NC
8/8/2020,3,NC
8/9/2020,3,NC
8/10/2020,3,NC
8/11/2020,3,NC
8/12/2020,3,NC
8/13/2020,3,NC
8/14/2020,3,NC
8/15/2020,3,NC
8/16/2020,3,NC
8/17/2020,3,NC
8/18/2020,3,NC
8/19/2020,3,NC
8/20/2020,3,NC
8/21/2020,3,NC
8/22/2020,3,NC
8/23/2020,3,NC
8/24/2020,3,NC
8/25/2020,3,NC
8/26/2020,3,NC
8/27/2020,3,NC
8/28/2020,3,NC
8/29/2020,3,NC
8/30/2020,3,NC
8/31/2020,3,NC
9/1/2020,3,NC
9/2/2020,3,NC
9/3/2020,3,NC
9/4/2020,3,NC
9/5/2020,3,NC
9/6/2020,3,NC
9/7/2020,3,NC
9/8/2020,3,NC
9/9/2020,3,NC
9/10/2020,3,NC
9/11/2020,3,NC
9/12/2020,3,NC
9/13/2020,3,NC
9/14/2020,3,NC
9/15/2020,3,NC
9/16/2020,3,NC
9/17/2020,3,NC
9/18/2020,3,NC
9/19/2020,3,NC
9/20/2020,3,NC
9/21/2020,3,NC
9/22/2020,3,NC
9/23/2020,3,NC
9/24/2020,3,NC
9/25/2020,3,NC
9/26/2020,3,NC
9/27/2020,3,NC
9/28/2020,3,NC
9/29/2020,3,NC
9/30/2020,3,NC
10/1/2020,3,NC
10/2/2020,3,NC
10/3/2020,3,NC
10/4/2020,3,NC
10/5/2020,3,NC
10/6/2020,3,NC
10/7/2020,3,NC
10/8/2020,3,NC
10/9/2020,3,NC
10/10/2020,3,NC
10/11/2020,3,NC
2/1/2020,0,ND
3/16/2020,1,ND
3/20/2020,2,ND
2/2/2020,0,ND
2/3/2020,0,ND
2/4/2020,0,ND
2/5/2020,0,ND
2/6/2020,0,ND
2/7/2020,0,ND
2/8/2020,0,ND
2/9/2020,0,ND
2/10/2020,0,ND
2/11/2020,0,ND
2/12/2020,0,ND
2/13/2020,0,ND
2/14/2020,0,ND
2/15/2020,0,ND
2/16/2020,0,ND
2/17/2020,0,ND
2/18/2020,0,ND
2/19/2020,0,ND
2/20/2020,0,ND
2/21/2020,0,ND
2/22/2020,0,ND
2/23/2020,0,ND
2/24/2020,0,ND
2/25/2020,0,ND
2/26/2020,0,ND
2/27/2020,0,ND
2/28/2020,0,ND
2/29/2020,0,ND
3/1/2020,0,ND
3/2/2020,0,ND
3/3/2020,0,ND
3/4/2020,0,ND
3/5/2020,0,ND
3/6/2020,0,ND
3/7/2020,0,ND
3/8/2020,0,ND
3/9/2020,0,ND
3/10/2020,0,ND
3/11/2020,0,ND
3/12/2020,0,ND
3/13/2020,0,ND
3/14/2020,0,ND
3/15/2020,0,ND
3/17/2020,1,ND
3/18/2020,1,ND
3/19/2020,1,ND
3/21/2020,2,ND
3/22/2020,2,ND
3/23/2020,2,ND
3/24/2020,2,ND
3/25/2020,2,ND
3/26/2020,2,ND
3/27/2020,2,ND
3/28/2020,2,ND
3/29/2020,2,ND
3/30/2020,2,ND
3/31/2020,2,ND
4/1/2020,2,ND
4/2/2020,2,ND
4/3/2020,2,ND
4/4/2020,2,ND
4/5/2020,2,ND
4/6/2020,2,ND
4/7/2020,2,ND
4/8/2020,2,ND
4/9/2020,2,ND
4/10/2020,2,ND
4/11/2020,2,ND
4/12/2020,2,ND
4/13/2020,2,ND
4/14/2020,2,ND
4/15/2020,2,ND
4/16/2020,2,ND
4/17/2020,2,ND
4/18/2020,2,ND
4/19/2020,2,ND
4/20/2020,2,ND
4/21/2020,2,ND
4/22/2020,2,ND
4/23/2020,2,ND
4/24/2020,2,ND
4/25/2020,2,ND
4/26/2020,2,ND
4/27/2020,2,ND
4/28/2020,2,ND
4/29/2020,2,ND
4/30/2020,2,ND
5/1/2020,2,ND
5/2/2020,2,ND
5/3/2020,2,ND
5/4/2020,2,ND
5/5/2020,2,ND
5/6/2020,2,ND
5/7/2020,2,ND
5/8/2020,2,ND
5/9/2020,2,ND
5/10/2020,2,ND
5/11/2020,2,ND
5/12/2020,2,ND
5/13/2020,2,ND
5/14/2020,2,ND
5/15/2020,2,ND
5/16/2020,2,ND
5/17/2020,2,ND
5/18/2020,2,ND
5/19/2020,2,ND
5/20/2020,2,ND
5/21/2020,2,ND
5/22/2020,2,ND
5/23/2020,2,ND
5/24/2020,2,ND
5/25/2020,2,ND
5/26/2020,2,ND
5/27/2020,2,ND
5/28/2020,2,ND
5/29/2020,2,ND
5/30/2020,2,ND
5/31/2020,2,ND
6/1/2020,2,ND
6/2/2020,2,ND
6/3/2020,2,ND
6/4/2020,2,ND
6/5/2020,2,ND
6/6/2020,2,ND
6/7/2020,2,ND
6/8/2020,2,ND
6/9/2020,2,ND
6/10/2020,2,ND
6/11/2020,2,ND
6/12/2020,2,ND
6/13/2020,2,ND
6/14/2020,2,ND
6/15/2020,2,ND
6/16/2020,2,ND
6/17/2020,2,ND
6/18/2020,2,ND
6/19/2020,2,ND
6/20/2020,2,ND
6/21/2020,2,ND
6/22/2020,2,ND
6/23/2020,2,ND
6/24/2020,2,ND
6/25/2020,2,ND
6/26/2020,2,ND
6/27/2020,2,ND
6/28/2020,2,ND
6/29/2020,2,ND
6/30/2020,2,ND
7/1/2020,2,ND
7/2/2020,2,ND
7/3/2020,2,ND
7/4/2020,2,ND
7/5/2020,2,ND
7/6/2020,2,ND
7/7/2020,2,ND
7/8/2020,2,ND
7/9/2020,2,ND
7/10/2020,2,ND
7/11/2020,2,ND
7/12/2020,2,ND
7/13/2020,2,ND
7/14/2020,2,ND
7/15/2020,2,ND
7/16/2020,2,ND
7/17/2020,2,ND
7/18/2020,2,ND
7/19/2020,2,ND
7/20/2020,2,ND
7/21/2020,2,ND
7/22/2020,2,ND
7/23/2020,2,ND
7/24/2020,2,ND
7/25/2020,2,ND
7/26/2020,2,ND
7/27/2020,2,ND
7/28/2020,2,ND
7/29/2020,2,ND
7/30/2020,2,ND
7/31/2020,2,ND
8/1/2020,2,ND
8/2/2020,2,ND
8/3/2020,2,ND
8/4/2020,2,ND
8/5/2020,2,ND
8/6/2020,2,ND
8/7/2020,2,ND
8/8/2020,2,ND
8/9/2020,2,ND
8/10/2020,2,ND
8/11/2020,2,ND
8/12/2020,2,ND
8/13/2020,2,ND
8/14/2020,2,ND
8/15/2020,2,ND
8/16/2020,2,ND
8/17/2020,2,ND
8/18/2020,2,ND
8/19/2020,2,ND
8/20/2020,2,ND
8/21/2020,2,ND
8/22/2020,2,ND
8/23/2020,2,ND
8/24/2020,2,ND
8/25/2020,2,ND
8/26/2020,2,ND
8/27/2020,2,ND
8/28/2020,2,ND
8/29/2020,2,ND
8/30/2020,2,ND
8/31/2020,2,ND
9/1/2020,2,ND
9/2/2020,2,ND
9/3/2020,2,ND
9/4/2020,2,ND
9/5/2020,2,ND
9/6/2020,2,ND
9/7/2020,2,ND
9/8/2020,2,ND
9/9/2020,2,ND
9/10/2020,2,ND
9/11/2020,2,ND
9/12/2020,2,ND
9/13/2020,2,ND
9/14/2020,2,ND
9/15/2020,2,ND
9/16/2020,2,ND
9/17/2020,2,ND
9/18/2020,2,ND
9/19/2020,2,ND
9/20/2020,2,ND
9/21/2020,2,ND
9/22/2020,2,ND
9/23/2020,2,ND
9/24/2020,2,ND
9/25/2020,2,ND
9/26/2020,2,ND
9/27/2020,2,ND
9/28/2020,2,ND
9/29/2020,2,ND
9/30/2020,2,ND
10/1/2020,2,ND
10/2/2020,2,ND
10/3/2020,2,ND
10/4/2020,2,ND
10/5/2020,2,ND
10/6/2020,2,ND
10/7/2020,2,ND
10/8/2020,2,ND
10/9/2020,2,ND
10/10/2020,2,ND
10/11/2020,2,ND
2/1/2020,0,NE
3/16/2020,1,NE
3/19/2020,2,NE
4/2/2020,3,NE
7/6/2020,2,NE
2/2/2020,0,NE
2/3/2020,0,NE
2/4/2020,0,NE
2/5/2020,0,NE
2/6/2020,0,NE
2/7/2020,0,NE
2/8/2020,0,NE
2/9/2020,0,NE
2/10/2020,0,NE
2/11/2020,0,NE
2/12/2020,0,NE
2/13/2020,0,NE
2/14/2020,0,NE
2/15/2020,0,NE
2/16/2020,0,NE
2/17/2020,0,NE
2/18/2020,0,NE
2/19/2020,0,NE
2/20/2020,0,NE
2/21/2020,0,NE
2/22/2020,0,NE
2/23/2020,0,NE
2/24/2020,0,NE
2/25/2020,0,NE
2/26/2020,0,NE
2/27/2020,0,NE
2/28/2020,0,NE
2/29/2020,0,NE
3/1/2020,0,NE
3/2/2020,0,NE
3/3/2020,0,NE
3/4/2020,0,NE
3/5/2020,0,NE
3/6/2020,0,NE
3/7/2020,0,NE
3/8/2020,0,NE
3/9/2020,0,NE
3/10/2020,0,NE
3/11/2020,0,NE
3/12/2020,0,NE
3/13/2020,0,NE
3/14/2020,0,NE
3/15/2020,0,NE
3/17/2020,1,NE
3/18/2020,1,NE
3/20/2020,2,NE
3/21/2020,2,NE
3/22/2020,2,NE
3/23/2020,2,NE
3/24/2020,2,NE
3/25/2020,2,NE
3/26/2020,2,NE
3/27/2020,2,NE
3/28/2020,2,NE
3/29/2020,2,NE
3/30/2020,2,NE
3/31/2020,2,NE
4/1/2020,2,NE
4/3/2020,3,NE
4/4/2020,3,NE
4/5/2020,3,NE
4/6/2020,3,NE
4/7/2020,3,NE
4/8/2020,3,NE
4/9/2020,3,NE
4/10/2020,3,NE
4/11/2020,3,NE
4/12/2020,3,NE
4/13/2020,3,NE
4/14/2020,3,NE
4/15/2020,3,NE
4/16/2020,3,NE
4/17/2020,3,NE
4/18/2020,3,NE
4/19/2020,3,NE
4/20/2020,3,NE
4/21/2020,3,NE
4/22/2020,3,NE
4/23/2020,3,NE
4/24/2020,3,NE
4/25/2020,3,NE
4/26/2020,3,NE
4/27/2020,3,NE
4/28/2020,3,NE
4/29/2020,3,NE
4/30/2020,3,NE
5/1/2020,3,NE
5/2/2020,3,NE
5/3/2020,3,NE
5/4/2020,3,NE
5/5/2020,3,NE
5/6/2020,3,NE
5/7/2020,3,NE
5/8/2020,3,NE
5/9/2020,3,NE
5/10/2020,3,NE
5/11/2020,3,NE
5/12/2020,3,NE
5/13/2020,3,NE
5/14/2020,3,NE
5/15/2020,3,NE
5/16/2020,3,NE
5/17/2020,3,NE
5/18/2020,3,NE
5/19/2020,3,NE
5/20/2020,3,NE
5/21/2020,3,NE
5/22/2020,3,NE
5/23/2020,3,NE
5/24/2020,3,NE
5/25/2020,3,NE
5/26/2020,3,NE
5/27/2020,3,NE
5/28/2020,3,NE
5/29/2020,3,NE
5/30/2020,3,NE
5/31/2020,3,NE
6/1/2020,3,NE
6/2/2020,3,NE
6/3/2020,3,NE
6/4/2020,3,NE
6/5/2020,3,NE
6/6/2020,3,NE
6/7/2020,3,NE
6/8/2020,3,NE
6/9/2020,3,NE
6/10/2020,3,NE
6/11/2020,3,NE
6/12/2020,3,NE
6/13/2020,3,NE
6/14/2020,3,NE
6/15/2020,3,NE
6/16/2020,3,NE
6/17/2020,3,NE
6/18/2020,3,NE
6/19/2020,3,NE
6/20/2020,3,NE
6/21/2020,3,NE
6/22/2020,3,NE
6/23/2020,3,NE
6/24/2020,3,NE
6/25/2020,3,NE
6/26/2020,3,NE
6/27/2020,3,NE
6/28/2020,3,NE
6/29/2020,3,NE
6/30/2020,3,NE
7/1/2020,3,NE
7/2/2020,3,NE
7/3/2020,3,NE
7/4/2020,3,NE
7/5/2020,3,NE
7/7/2020,2,NE
7/8/2020,2,NE
7/9/2020,2,NE
7/10/2020,2,NE
7/11/2020,2,NE
7/12/2020,2,NE
7/13/2020,2,NE
7/14/2020,2,NE
7/15/2020,2,NE
7/16/2020,2,NE
7/17/2020,2,NE
7/18/2020,2,NE
7/19/2020,2,NE
7/20/2020,2,NE
7/21/2020,2,NE
7/22/2020,2,NE
7/23/2020,2,NE
7/24/2020,2,NE
7/25/2020,2,NE
7/26/2020,2,NE
7/27/2020,2,NE
7/28/2020,2,NE
7/29/2020,2,NE
7/30/2020,2,NE
7/31/2020,2,NE
8/1/2020,2,NE
8/2/2020,2,NE
8/3/2020,2,NE
8/4/2020,2,NE
8/5/2020,2,NE
8/6/2020,2,NE
8/7/2020,2,NE
8/8/2020,2,NE
8/9/2020,2,NE
8/10/2020,2,NE
8/11/2020,2,NE
8/12/2020,2,NE
8/13/2020,2,NE
8/14/2020,2,NE
8/15/2020,2,NE
8/16/2020,2,NE
8/17/2020,2,NE
8/18/2020,2,NE
8/19/2020,2,NE
8/20/2020,2,NE
8/21/2020,2,NE
8/22/2020,2,NE
8/23/2020,2,NE
8/24/2020,2,NE
8/25/2020,2,NE
8/26/2020,2,NE
8/27/2020,2,NE
8/28/2020,2,NE
8/29/2020,2,NE
8/30/2020,2,NE
8/31/2020,2,NE
9/1/2020,2,NE
9/2/2020,2,NE
9/3/2020,2,NE
9/4/2020,2,NE
9/5/2020,2,NE
9/6/2020,2,NE
9/7/2020,2,NE
9/8/2020,2,NE
9/9/2020,2,NE
9/10/2020,2,NE
9/11/2020,2,NE
9/12/2020,2,NE
9/13/2020,2,NE
9/14/2020,2,NE
9/15/2020,2,NE
9/16/2020,2,NE
9/17/2020,2,NE
9/18/2020,2,NE
9/19/2020,2,NE
9/20/2020,2,NE
9/21/2020,2,NE
9/22/2020,2,NE
9/23/2020,2,NE
9/24/2020,2,NE
9/25/2020,2,NE
9/26/2020,2,NE
9/27/2020,2,NE
9/28/2020,2,NE
9/29/2020,2,NE
9/30/2020,2,NE
10/1/2020,2,NE
10/2/2020,2,NE
10/3/2020,2,NE
10/4/2020,2,NE
10/5/2020,2,NE
10/6/2020,2,NE
10/7/2020,2,NE
10/8/2020,2,NE
10/9/2020,2,NE
10/10/2020,2,NE
10/11/2020,2,NE
2/1/2020,0,NH
3/16/2020,3,NH
3/27/2020,4,NH
3/28/2020,5,NH
5/11/2020,4,NH
6/16/2020,3,NH
6/29/2020,2,NH
2/2/2020,0,NH
2/3/2020,0,NH
2/4/2020,0,NH
2/5/2020,0,NH
2/6/2020,0,NH
2/7/2020,0,NH
2/8/2020,0,NH
2/9/2020,0,NH
2/10/2020,0,NH
2/11/2020,0,NH
2/12/2020,0,NH
2/13/2020,0,NH
2/14/2020,0,NH
2/15/2020,0,NH
2/16/2020,0,NH
2/17/2020,0,NH
2/18/2020,0,NH
2/19/2020,0,NH
2/20/2020,0,NH
2/21/2020,0,NH
2/22/2020,0,NH
2/23/2020,0,NH
2/24/2020,0,NH
2/25/2020,0,NH
2/26/2020,0,NH
2/27/2020,0,NH
2/28/2020,0,NH
2/29/2020,0,NH
3/1/2020,0,NH
3/2/2020,0,NH
3/3/2020,0,NH
3/4/2020,0,NH
3/5/2020,0,NH
3/6/2020,0,NH
3/7/2020,0,NH
3/8/2020,0,NH
3/9/2020,0,NH
3/10/2020,0,NH
3/11/2020,0,NH
3/12/2020,0,NH
3/13/2020,0,NH
3/14/2020,0,NH
3/15/2020,0,NH
3/17/2020,3,NH
3/18/2020,3,NH
3/19/2020,3,NH
3/20/2020,3,NH
3/21/2020,3,NH
3/22/2020,3,NH
3/23/2020,3,NH
3/24/2020,3,NH
3/25/2020,3,NH
3/26/2020,3,NH
3/29/2020,5,NH
3/30/2020,5,NH
3/31/2020,5,NH
4/1/2020,5,NH
4/2/2020,5,NH
4/3/2020,5,NH
4/4/2020,5,NH
4/5/2020,5,NH
4/6/2020,5,NH
4/7/2020,5,NH
4/8/2020,5,NH
4/9/2020,5,NH
4/10/2020,5,NH
4/11/2020,5,NH
4/12/2020,5,NH
4/13/2020,5,NH
4/14/2020,5,NH
4/15/2020,5,NH
4/16/2020,5,NH
4/17/2020,5,NH
4/18/2020,5,NH
4/19/2020,5,NH
4/20/2020,5,NH
4/21/2020,5,NH
4/22/2020,5,NH
4/23/2020,5,NH
4/24/2020,5,NH
4/25/2020,5,NH
4/26/2020,5,NH
4/27/2020,5,NH
4/28/2020,5,NH
4/29/2020,5,NH
4/30/2020,5,NH
5/1/2020,5,NH
5/2/2020,5,NH
5/3/2020,5,NH
5/4/2020,5,NH
5/5/2020,5,NH
5/6/2020,5,NH
5/7/2020,5,NH
5/8/2020,5,NH
5/9/2020,5,NH
5/10/2020,5,NH
5/12/2020,4,NH
5/13/2020,4,NH
5/14/2020,4,NH
5/15/2020,4,NH
5/16/2020,4,NH
5/17/2020,4,NH
5/18/2020,4,NH
5/19/2020,4,NH
5/20/2020,4,NH
5/21/2020,4,NH
5/22/2020,4,NH
5/23/2020,4,NH
5/24/2020,4,NH
5/25/2020,4,NH
5/26/2020,4,NH
5/27/2020,4,NH
5/28/2020,4,NH
5/29/2020,4,NH
5/30/2020,4,NH
5/31/2020,4,NH
6/1/2020,4,NH
6/2/2020,4,NH
6/3/2020,4,NH
6/4/2020,4,NH
6/5/2020,4,NH
6/6/2020,4,NH
6/7/2020,4,NH
6/8/2020,4,NH
6/9/2020,4,NH
6/10/2020,4,NH
6/11/2020,4,NH
6/12/2020,4,NH
6/13/2020,4,NH
6/14/2020,4,NH
6/15/2020,4,NH
